merchant_information,mid
sub_industry:tools_and_equipment,73350
sub_industry:construction,62330
sub_industry:ecigarettes,123752
sub_industry:housewares,99199
sub_industry:makeup_and_cosmetics,75902
sub_industry:auto_body_repair_and_paint,159326
industry:other,137808
sub_industry:womens_clothing,62485
sub_industry:womens_clothing,55409
industry:electronics_telecom,16936
industry:electronics_telecom,64670
industry:entertainment_media,50150
industry:clothing_accessories_shoes,47231
sub_industry:educational_services,124236
sub_industry:furniture,86110
sub_industry:auto_body_repair_and_paint,44834
sub_industry:new_parts_and_supplies__motor_vehicle,31900
sub_industry:new_parts_and_supplies__motor_vehicle,116676
industry:health_personal_care,165880
industry:arts_crafts_collectibles,146720
industry:business_to_business,124236
industry:business_to_business,86922
industry:clothing_accessories_shoes,32035
industry:electronics_telecom,89378
sub_industry:others,124622
industry:electronics_telecom,16858
industry:entertainment_media,63355
industry:home_garden,2726
sub_industry:airsoft,126614
sub_industry:sporting_equipment,132530
sub_industry:mens_clothing,99238
sub_industry:new_parts_and_supplies__motor_vehicle,132201
industry:pets_animals,76753
industry:other,17999
sub_industry:athletic_shoes,165590
industry:vehicle_service_accessories,63974
sub_industry:auto_body_repair_and_paint,117643
sub_industry:others,60107
sub_industry:makeup_and_cosmetics,108479
industry:beauty_fragrances,93283
industry:beauty_fragrances,108479
sub_industry:music_store_instruments_and_sheet_music,50150
industry:toys_hobbies,163946
industry:electronics_telecom,65888
sub_industry:office_supplies_and_equipment,86922
industry:health_personal_care,90808
sub_industry:ecigarettes,65888
industry:toys_hobbies,62446
industry:electronics_telecom,165493
industry:retail_other,165899
sub_industry:hair,143646
industry:retail_other,112172
sub_industry:cameras__camcorders__and_equipment,153487
sub_industry:health_and_beauty_spas,141694
sub_industry:makeup_and_cosmetics,165841
sub_industry:art_dealers_and_galleries,165918
sub_industry:variety_store,166228
industry:retail_other,166228
industry:home_garden,166286
sub_industry:home_decor,166286
sub_industry:discount_store,171235
sub_industry:shoes,170114
industry:clothing_accessories_shoes,166711
industry:clothing_accessories_shoes,170172
industry:clothing_accessories_shoes,170114
sub_industry:shoes,170075
industry:arts_crafts_collectibles,165918
sub_industry:clothing,171641
sub_industry:fashion_jewelry,166711
sub_industry:shoes,170133
sub_industry:shoes,170152
industry:retail_other,171235
sub_industry:shoes,171080
sub_industry:desktops__laptops__and_notebooks,168838
sub_industry:fashion_jewelry,150935
industry:clothing_accessories_shoes,170152
industry:computers_accessories_services,168838
industry:sports_outdoors,149311
sub_industry:sporting_equipment,149311
industry:sports_outdoors,149736
sub_industry:sporting_equipment,149736
industry:sports_outdoors,148866
sub_industry:sporting_equipment,148866
industry:sports_outdoors,148886
sub_industry:sporting_equipment,148886
industry:sports_outdoors,148828
sub_industry:sporting_equipment,148828
industry:sports_outdoors,148847
sub_industry:sporting_equipment,148847
industry:sports_outdoors,150239
sub_industry:sporting_equipment,150239
industry:sports_outdoors,148808
sub_industry:sporting_equipment,148808
industry:sports_outdoors,148963
sub_industry:sporting_equipment,148963
industry:sports_outdoors,148982
sub_industry:sporting_equipment,148982
industry:sports_outdoors,149002
sub_industry:sporting_equipment,149002
industry:sports_outdoors,149988
sub_industry:sporting_equipment,149988
industry:sports_outdoors,148789
sub_industry:sporting_equipment,148789
industry:sports_outdoors,149891
sub_industry:sporting_equipment,149891
industry:sports_outdoors,150065
sub_industry:sporting_equipment,150065
industry:sports_outdoors,150026
sub_industry:sporting_equipment,150026
industry:sports_outdoors,148924
sub_industry:sporting_equipment,148924
industry:sports_outdoors,149040
sub_industry:sporting_equipment,149040
industry:sports_outdoors,149156
sub_industry:sporting_equipment,149156
industry:sports_outdoors,149176
sub_industry:sporting_equipment,149176
industry:sports_outdoors,149717
sub_industry:sporting_equipment,149717
industry:sports_outdoors,149930
sub_industry:sporting_equipment,149930
industry:sports_outdoors,150181
sub_industry:sporting_equipment,150181
industry:sports_outdoors,150374
sub_industry:sporting_equipment,150374
industry:sports_outdoors,148750
sub_industry:sporting_equipment,148750
industry:sports_outdoors,148905
sub_industry:sporting_equipment,148905
industry:sports_outdoors,149021
sub_industry:sporting_equipment,149021
industry:sports_outdoors,149272
sub_industry:sporting_equipment,149272
industry:sports_outdoors,149330
sub_industry:sporting_equipment,149330
industry:sports_outdoors,149794
sub_industry:sporting_equipment,149794
industry:sports_outdoors,150046
sub_industry:sporting_equipment,150046
industry:sports_outdoors,150220
sub_industry:sporting_equipment,150220
industry:sports_outdoors,149060
sub_industry:sporting_equipment,149060
industry:sports_outdoors,149079
sub_industry:sporting_equipment,149079
industry:sports_outdoors,149098
sub_industry:sporting_equipment,149098
industry:sports_outdoors,149118
sub_industry:sporting_equipment,149118
industry:sports_outdoors,149137
sub_industry:sporting_equipment,149137
industry:sports_outdoors,149195
sub_industry:sporting_equipment,149195
industry:sports_outdoors,149214
sub_industry:sporting_equipment,149214
industry:sports_outdoors,149234
sub_industry:sporting_equipment,149234
industry:sports_outdoors,149253
sub_industry:sporting_equipment,149253
industry:sports_outdoors,149292
sub_industry:sporting_equipment,149292
industry:sports_outdoors,149350
sub_industry:sporting_equipment,149350
industry:sports_outdoors,149369
sub_industry:sporting_equipment,149369
industry:sports_outdoors,149388
sub_industry:sporting_equipment,149388
industry:sports_outdoors,149408
sub_industry:sporting_equipment,149408
industry:sports_outdoors,149427
sub_industry:sporting_equipment,149427
industry:sports_outdoors,149446
sub_industry:sporting_equipment,149446
industry:sports_outdoors,149466
sub_industry:sporting_equipment,149466
industry:sports_outdoors,149485
sub_industry:sporting_equipment,149485
industry:sports_outdoors,149504
sub_industry:sporting_equipment,149504
industry:sports_outdoors,149524
sub_industry:sporting_equipment,149524
industry:sports_outdoors,149543
sub_industry:sporting_equipment,149543
industry:sports_outdoors,149562
sub_industry:sporting_equipment,149562
industry:sports_outdoors,149582
sub_industry:sporting_equipment,149582
industry:sports_outdoors,149601
sub_industry:sporting_equipment,149601
industry:sports_outdoors,149620
sub_industry:sporting_equipment,149620
industry:sports_outdoors,149640
sub_industry:sporting_equipment,149640
industry:sports_outdoors,149678
sub_industry:sporting_equipment,149678
industry:sports_outdoors,149698
sub_industry:sporting_equipment,149698
industry:sports_outdoors,149756
sub_industry:sporting_equipment,149756
industry:sports_outdoors,149775
sub_industry:sporting_equipment,149775
industry:sports_outdoors,149814
sub_industry:sporting_equipment,149814
industry:sports_outdoors,149833
sub_industry:sporting_equipment,149833
industry:sports_outdoors,149852
sub_industry:sporting_equipment,149852
industry:sports_outdoors,149872
sub_industry:sporting_equipment,149872
industry:sports_outdoors,149910
sub_industry:sporting_equipment,149910
industry:sports_outdoors,149949
sub_industry:sporting_equipment,149949
industry:sports_outdoors,150007
sub_industry:sporting_equipment,150007
industry:sports_outdoors,150084
sub_industry:sporting_equipment,150084
industry:sports_outdoors,150104
sub_industry:sporting_equipment,150104
industry:sports_outdoors,150123
sub_industry:sporting_equipment,150123
industry:sports_outdoors,150142
sub_industry:sporting_equipment,150142
industry:sports_outdoors,150162
sub_industry:sporting_equipment,150162
industry:sports_outdoors,150200
sub_industry:sporting_equipment,150200
industry:sports_outdoors,150258
sub_industry:sporting_equipment,150258
industry:sports_outdoors,150278
sub_industry:sporting_equipment,150278
industry:sports_outdoors,150297
sub_industry:sporting_equipment,150297
industry:sports_outdoors,150316
sub_industry:sporting_equipment,150316
industry:sports_outdoors,150336
sub_industry:sporting_equipment,150336
industry:sports_outdoors,150355
sub_industry:sporting_equipment,150355
industry:electronics_telecom,153487
sub_industry:sporting_equipment,94095
sub_industry:sporting_equipment,94037
industry:clothing_accessories_shoes,150935
industry:clothing_accessories_shoes,134598
sub_industry:womens_clothing,134598
industry:clothing_accessories_shoes,134521
sub_industry:womens_clothing,134521
industry:clothing_accessories_shoes,135275
sub_industry:womens_clothing,135275
industry:clothing_accessories_shoes,134927
sub_industry:womens_clothing,134927
industry:clothing_accessories_shoes,135604
sub_industry:womens_clothing,135604
industry:clothing_accessories_shoes,135082
sub_industry:womens_clothing,135082
industry:clothing_accessories_shoes,136222
sub_industry:womens_clothing,136222
industry:clothing_accessories_shoes,136319
sub_industry:womens_clothing,136319
industry:clothing_accessories_shoes,135372
sub_industry:womens_clothing,135372
industry:clothing_accessories_shoes,135700
sub_industry:womens_clothing,135700
industry:clothing_accessories_shoes,135294
sub_industry:womens_clothing,135294
industry:clothing_accessories_shoes,135584
sub_industry:womens_clothing,135584
industry:clothing_accessories_shoes,134811
sub_industry:womens_clothing,134811
industry:clothing_accessories_shoes,129630
sub_industry:womens_clothing,129630
industry:clothing_accessories_shoes,136029
sub_industry:womens_clothing,136029
industry:clothing_accessories_shoes,129610
sub_industry:womens_clothing,129610
industry:clothing_accessories_shoes,129668
sub_industry:womens_clothing,129668
industry:clothing_accessories_shoes,134560
sub_industry:womens_clothing,134560
industry:clothing_accessories_shoes,135797
sub_industry:womens_clothing,135797
industry:clothing_accessories_shoes,135198
sub_industry:womens_clothing,135198
industry:clothing_accessories_shoes,136802
sub_industry:womens_clothing,136802
industry:clothing_accessories_shoes,129688
sub_industry:womens_clothing,129688
industry:clothing_accessories_shoes,134908
sub_industry:womens_clothing,134908
industry:clothing_accessories_shoes,134985
sub_industry:womens_clothing,134985
industry:clothing_accessories_shoes,129707
sub_industry:womens_clothing,129707
industry:clothing_accessories_shoes,134830
sub_industry:womens_clothing,134830
industry:clothing_accessories_shoes,136126
sub_industry:womens_clothing,136126
industry:clothing_accessories_shoes,135410
sub_industry:womens_clothing,135410
industry:clothing_accessories_shoes,135062
sub_industry:womens_clothing,135062
industry:clothing_accessories_shoes,136203
sub_industry:womens_clothing,136203
industry:clothing_accessories_shoes,136184
sub_industry:womens_clothing,136184
industry:clothing_accessories_shoes,134502
sub_industry:womens_clothing,134502
industry:clothing_accessories_shoes,134540
sub_industry:womens_clothing,134540
industry:clothing_accessories_shoes,134618
sub_industry:womens_clothing,134618
industry:clothing_accessories_shoes,134637
sub_industry:womens_clothing,134637
industry:clothing_accessories_shoes,134676
sub_industry:womens_clothing,134676
industry:clothing_accessories_shoes,134695
sub_industry:womens_clothing,134695
industry:clothing_accessories_shoes,134714
sub_industry:womens_clothing,134714
industry:clothing_accessories_shoes,134734
sub_industry:womens_clothing,134734
industry:clothing_accessories_shoes,134753
sub_industry:womens_clothing,134753
industry:clothing_accessories_shoes,134792
sub_industry:womens_clothing,134792
industry:clothing_accessories_shoes,134850
sub_industry:womens_clothing,134850
industry:clothing_accessories_shoes,134869
sub_industry:womens_clothing,134869
industry:clothing_accessories_shoes,134888
sub_industry:womens_clothing,134888
industry:clothing_accessories_shoes,134946
sub_industry:womens_clothing,134946
industry:clothing_accessories_shoes,134966
